Sub,word,count,freq,word_ID_full
belfast,abandoned,4,5.45404963185165e-4,NA
belfast,abroad,5,6.817562039814562e-4,NA
belfast,absolutely,9,0.0012271611671666213,NA
belfast,accent,4,5.45404963185165e-4,NA
belfast,accommodation,10,0.0013635124079629125,NA
belfast,account,6,8.181074447777475e-4,NA
belfast,act,4,5.45404963185165e-4,NA
belfast,ad,3,4.0905372238887375e-4,NA
belfast,address,4,5.45404963185165e-4,NA
belfast,advance,32,0.00436323970548132,NA
belfast,advice,41,0.0055904008726479415,NA
belfast,advise,10,0.0013635124079629125,NA
belfast,age,9,0.0012271611671666213,NA
belfast,agencies,4,5.45404963185165e-4,NA
belfast,agents,7,9.544586855740388e-4,NA
belfast,ago,5,6.817562039814562e-4,NA
belfast,ahead,8,0.00109080992637033,NA
belfast,air,5,6.817562039814562e-4,NA
belfast,airport,5,6.817562039814562e-4,NA
belfast,album,6,8.181074447777475e-4,NA
belfast,allowed,9,0.0012271611671666213,NA
belfast,alls,4,5.45404963185165e-4,NA
belfast,amazing,12,0.001636214889555495,NA
belfast,ame,8,0.00109080992637033,NA
belfast,amount,8,0.00109080992637033,NA
belfast,ampamp,9,0.0012271611671666213,NA
belfast,anada,4,5.45404963185165e-4,NA
belfast,anniversary,5,6.817562039814562e-4,NA
belfast,announce,8,0.00109080992637033,NA
belfast,answer,6,8.181074447777475e-4,NA
belfast,anuary,10,0.0013635124079629125,NA
belfast,apartment,12,0.001636214889555495,NA
belfast,apartments,5,6.817562039814562e-4,NA
belfast,application,5,6.817562039814562e-4,NA
belfast,applied,4,5.45404963185165e-4,NA
belfast,apply,6,8.181074447777475e-4,NA
belfast,appreciated,33,0.004499590946277611,NA
belfast,arent,4,5.45404963185165e-4,NA
belfast,ark,3,4.0905372238887375e-4,NA
belfast,arriving,4,5.45404963185165e-4,NA
belfast,art,4,5.45404963185165e-4,NA
belfast,artists,6,8.181074447777475e-4,NA
belfast,ass,6,8.181074447777475e-4,NA
belfast,ast,7,9.544586855740388e-4,NA
belfast,atholic,6,8.181074447777475e-4,NA
belfast,attend,3,4.0905372238887375e-4,NA
belfast,attention,5,6.817562039814562e-4,NA
belfast,aturday,12,0.001636214889555495,NA
belfast,ave,12,0.001636214889555495,NA
belfast,avent,1,1.3635124079629124e-4,NA
belfast,avoid,19,0.0025906735751295338,NA
belfast,aware,7,9.544586855740388e-4,NA
belfast,ay,15,0.0020452686119443687,NA
belfast,bad,12,0.001636214889555495,NA
belfast,bag,5,6.817562039814562e-4,NA
belfast,band,13,0.0017725661303517862,NA
belfast,bands,5,6.817562039814562e-4,NA
belfast,bank,4,5.45404963185165e-4,NA
